recid,givenname,surname,suburb,pc
4159623,phyllis,de costa,mindarie,6030
2062472,sergio,rattray,wingham,2429
3139948,adam,goodes,claremont,6010
6912143,lynette,thomas,artarmon,2064
5470352,michael,matar,dandenong,3175
2193555,debbie,penny,caulfield north,3161
3897493,margret,brassett,burwood,3125
2193559,anthony,jones,labrador,4215
6912155,laurinda,salazar,condell park,2200
4815006,stephan,lowings,attadale,6156
3897509,neal,white,yallingup,6282
6125744,miranda,balbi,whalan,2770
1800373,janice,dabrowski,belmont,3216
96444,biancarosa,thein,newtown,2042
2848959,timothy,pittman,scone,2337
3242186,leonard,giannakopoulos,malua bay,2536
3111115,robert,hutley,evans head,2473
6912211,maria,robertson,koondoola,6064
2506446,ivan,mcknight,melton,3337
3635426,martin,woodhead,shorncliffe,4017
5339369,gregory,o'grady,toorak gardens,5065
2193642,alistair,christi,carrum downs,3201
6125804,william,luu,north melbourne,3051
4028653,ka,luestner,athelstone,5076
4946158,milva,danny,beckenham,6107
4684015,barbara,sibson,botany,2019
5339381,rhonda,holder,clare,5453
6912252,robyn,lorschy,bellevue hill,2023
2324734,david,nairn,mclaren vale,5171
3111167,ruth,robinson,montmorency,3094
3504389,carolyn,clay,brunswick east,3057
4406999,anthony,wishart,north parramatta,2151
2834136,fadileh,hudson,werribee,3030
6650139,desley,wright,narre warren north,3804
6781213,geoffrey,palozzo,fairfield,2165
2849072,jarrod,lapthorne,knoxfield,3180
3242289,michele,mensingh,fitzroy north,3068
1407283,kathleen,fasano,cassowary,4873
4421943,anna,thompson,north parramatta,2151
5470520,steven,mahjouri,trevallyn,7250
6256959,kelly,thomas,bega,2550
1669448,goh,watson,tea gardens,2324
2455886,dieter,o'brien,yokine,6060
4421968,helen,hawkes,cambewarra,2540
3635548,linda,horton,attadale,6156
2193782,peter,white,trafalgar,3824
3111306,barbara,varley,ashburton,3147
5208464,susan,trotter,newcomb,3219
5339551,kau,kinred,mount gravatt east,4122
752061,valerie,rowbotham,mudgee,2850
1276354,vitina,kartocha,blacktown,2148
2266187,mark,hannigan,stanthorpe,4380
3635661,peter,harris,epping,2121
2849240,stephen,skeer,millicent,5280
2062811,john,longley,castle hill,2154
2980317,dominique,powell,pelton,2325
1145311,alba,frigot,ashford,5035
2980324,peter,kusmuk,balcatta,6021
5601766,christopher,te'o,hallam,3803
6388201,conor,gilby,broken hill,2880
4553195,rosslyn,khoury,blacktown,2148
621037,sharon,gardiner,narre warren,3805
4159995,gary,ainsworth,thangool,4716
4160008,soon,sustenance,mermaid beach,4218
1669643,marion,cain,keperra,4054
3242511,tracey,smalbil,wynn vale,5127
5732882,elizabeth,hester,lovely banks,3221
3373589,sridharan,waroux,altona,3018
2325016,brian,o'brien,moonah,7009
2587161,jennifer,giannasi,toodyay,6566
96803,scott,o'leary,karrinyup,6018
1669668,glenn,stevens,brownsville,2530
6912557,neville,harunah,prospect,2148
6388272,linda,sandford,claremont,6010
4291126,bill,bentley,nundah,4012
752186,janet,olsen,westmeadows,3049
2587197,cyril,johnston,south melbourne,3205
4647349,greta,clyde,clifton beach,4879
5732934,jason,richards,reynella,5161
4684371,bronte,panegyres,mount hawthorn,6016
6388308,chrisoula,jones,cooranbong,2265
6519381,xu,hockenhull,heathridge,6027
5339740,geoffrey,brain,paralowie,5108
3373662,lyn,negus,maryborough,4650
4553326,nural,seccull,gordonvale,4865
1407602,aileen,lackersteen,kempsey,2440
490102,siobhan,payne,templestowe,3106
2587264,judy,thomas,doncaster,3108
4684433,gloria,jennings,highton,3216
490130,mark,gross,mount martha,3934
490135,alan,gordon-brown,eatons hill,4037
1931929,julie,thompson,moree,2400
627823,peter,wood,east fremantle,6158
2849436,colin,craney,canterbury,2193
4472602,susanne,warr,spearwood,6163
1145502,jennifer,valley,albany,6330
2194087,robert,ripoll,woodcroft,2767
883368,trevor,solomon,concord west,2138
1589020,louis,walker,lara,3212
5601968,robert,mcpherson,toowoomba,4350
1800883,bobbilee,gunston,beaumaris,3193
359093,rosemary,rollins,gnangara,6065
2063030,lay,garonne,nathalia,3638
4144928,leanne,pooley,the entrance,2261
96966,martin,tuan,dulwich hill,2203
2325197,janice,williamson,rockhampton,4700
359124,rocky,miller,milawa,3678
2980567,linda,wilkins,forest hill,3131
5208794,steven,howes,haberfield,2045
5470942,betty,todd,wandina,6530
6257380,sandra,wallis,frankston,3199
1669861,stewart,williams,singleton,2330
883442,peter,cockerell,hillston,2675
5733115,caren,krause,alexandria,2015
1407741,linda,murace,connolly,6027
1407746,william,williams,the gap,4061
5339916,raymond,perry,arcadia,3631
4553490,scott,mckay,koo wee rup,3981
3373843,michelle,ross,armadale,6112
3504916,sharon,jeppesen,kirwan,4817
3767061,melissa,campobassi,jindalee,4074
228118,susan,hgoedmoed,williamstown,3016
1407788,kristen,chemny,st kilda,3182
2856072,edna,smith,gordon,2072
1145652,margaret,turnbull,lane cove,2066
1538879,john,serra,shepparton,3630
1407813,iqbal,crossing,collaroy,2097
1932103,mark,morris,moss vale,2577
2849609,oi,odei,concord,2137
1932108,jodie,greenslade,forest lake,4078
1801039,julie,coddington,oatley,2223
1276755,simon,de niese,oakleigh,3166
5471068,barbara,childs,corrimal,2518
1014622,thomas,kropp,biggera waters,4216
4946788,claire,meyer,kensington,2033
6257512,domenico,gray,oatlands,2117
6257518,nguy,panousis,rye,3941
621424,christine,hogan,alexandra hills,4161
2965311,rosina,winter,cloverdale,6105
4160396,carmen,sorenson,nelson bay,2315
2194326,ian,langer,wentworthville,2145
474948,andrew,hoffmann,sandy point,2171
6388638,sonya,rabie,seven hills,2147
6912938,geoffrey,griffiths,appin,2560
752555,christine,connolly,biggera waters,4216
490414,matthew,mclaren,padstow,2211
1465351,maria,walker-catchpole,coogee,2034
3374009,helen,siganto,yeronga,4104
4160444,michael,steadman,hamilton,3300
490432,paul,higgins,morphett vale,5162
4029382,william,watterson,bindoon,6502
4029386,william,smith,parmelia,6167
3636173,andrew,collins,inglewood,6052
1014734,melva,coote,woy woy,2256
2718675,anthony,payne,mariginiup,6065
5602265,barbara,reed,claremont,6010
1670107,monica,fathers,mosman,2088
6460582,ronald,hrysomalis,blackburn,3130
2456561,gary,hume,waikiki,6169
4946931,kerry,jenkinson,beaudesert,4285
6781942,michael,vallario,st marys,2760
5995511,jenny,bridge,mount warren park,4207
6257663,alida,psaila,altona meadows,3028
4684816,sakae,england,seven hills,2147
5995538,marcello,bick,st ives,2075
97319,david,stabe,toronto,2283
2718768,peter,gambino,home hill,4806
490546,ronald,nagel,frankston,3199
883779,mary,brozek,reservoir,3073
1014856,sue,mcphee,wallsend,2287
5209166,dorothy,em,kenwick,6107
5340239,rita,vos,ararat,3377
5602384,david,parker,jilliby,2259
3898452,thomas,scheerer,telarah,2320
6782048,david,casey,banks,2906
5733486,leon,lincoln,pelaw main,2327
2194550,alexander,mcdonell,armadale,3143
5209208,gerard,asher,nowra north,2541
97401,ven,vincent,hampton park,3976
1408122,helen,brancati,coburg,3058
4553851,leah,maclean,eaglehawk,3556
1014911,jennifer,herrmann,castle cove,2069
1801376,victor,hakkila,cardwell,4849
1801379,ian,warburton,bulli,2516
3243172,edward,ruiz,leeming,6149
883879,christine,gilbank,bucasia,4750
4291752,donny,moriarty,camp hill,4152
6388911,margaret,stewart,kew,3101
6782130,ashley,chesson,tweed heads west,2485
6913205,betty,long,flemington,3031
6126779,ji,schaftenaar,woodforde,5072
4291772,neil,dobbie,harbord,2096
6520000,bradley,marinos,roselands,2196
5602497,margarita,cartan,black mountain,2365
2194635,nicole,roache,margate,7054
4816076,yike,carnall,bribie island,4507
1014994,gerald,letcher,goodwood,5034
5717881,anne,brown,levendale,7120
6782170,paul,seach,curlewis,2381
6388978,leanne,heath,avalon,2107
2456824,kenneth,feary,bowral,2576
5078269,mona,clugston,cheltenham,3192
6782206,darren,kerr,barcaldine,4725
2850054,margarite,love,murwillumbah,2484
4291856,phillip,wood,warner,4500
228625,ronaldo,tolhopf,merriwa,6030
6389023,virginia,tullberg,burwood,3125
228640,lioudmila,freund,soldiers point,2317
2850081,yvonne,mccue,carindale,4152
490799,ivan,o'sullivan,emu plains,2750
490804,sally,zhang,blacktown,2148
5209405,merryn,bell,glenwood,4570
1408318,cheryl,jenner,brunswick,3056
1539391,mary,blackeby,tuncurry,2428
3636546,mary,johnson,blythdale,4455
4422990,doan,mills,pakenham,3810
4422991,helen,stream,mackay,4740
6520148,pamela,zakki,ashfield,2131
1539418,ivan,cook,bardon,4065
4029793,maria,morel,castlecrag,2068
1539426,elizabeth,holcombe,rowena,2387
5078373,louise,shields,scone,2337
2063729,carmel,clapp,robina,4226
6520179,simon,keane,bella vista,2153
1277307,lesley,fuller,toowoomba,4350
5340556,anne,kovago,the gap,4061
359821,andrea,willison,ngunnawal,2913
5864856,regina,smith,glenunga,5064
3767711,marilyn,hesp,claredale,4807
3882908,lin,damianopoulos,mount warrigal,2528
4554154,giuseppe,damp,narangba,4504
228782,david,gillies,kirribilli,2061
2063792,rebecca,taylor,bond university,4229
5078457,christopher,white,apsley,7030
2484810,glenise,hiscock,clunes,2480
1807605,robyn,williams,ringwood east,3135
5209537,lucio,frisina,box hill north,3129
4947401,kathryn,foster,ourimbah,2258
2850253,olivia,spann,bundaberg,4670
135950,murray,dowden,giralang,2617
2069753,stanley,sanderson,panorama,5041
343972,terrance,moloney,ferny hills,4055
4254290,qi,webb,nerang,4211
4947439,jean,dalling,mundoora,5555
4816376,david,mcgufficke,balmain,2041
4498712,raymond,porter,largs north,5016
1015296,kirsley,leary,greenwich,2065
6651393,rosina,brain,mount lonarch,3468
1015302,harry,thorne,mooroopna,3629
4292106,thomas,pollard,jindera,2642
753163,albert,parker,williamstown,3016
3636756,lynette,jamett,burwood east,3151
2063893,hoi,cover,delungra,2403
2588183,daniel,calver,marangaroo,6064
6913563,paul,melide,ashcroft,2168
4029983,robyn,burgess,o'sullivan beach,5166
1408547,cheryl,lee,maroubra,2035
491044,darryl,hinds,kew,3101
2063910,muzammil,liao,carlisle,6101
2850344,salvatore,obrien,braddon,2612
2063926,jill,ambrose,surry hills,2010
97858,cameron,watson,acacia ridge,4110
1932870,tammie,ducey,muswellbrook,2333
4161100,jean,service,grange,5022
4554318,marguerite,dimech,willow tree,2339
884304,adrian,brown,berkeley vale,2261
6913625,peter,baxter,jolimont,6014
4161121,margaret,patterson,mitcham,3132
1015395,kathryn,stellmacher,leonay,2750
6258278,david,raubinger,waverley,2024
360044,jean,collins,leeton,2705
5209709,roger,bell,dharruk,2770
97909,vijaya,slater,broken hill,2880
5471865,adam,lorigan,collaroy,2097
5106282,richard,kite,tennant creek,0860
4161153,valerie,nicoll,brighton,4017
5340824,pearl,apostolidis,keysborough,3173
1015459,martina,terry,ardrossan,5571
6520486,josie,edwards,toorak gardens,5065
5078695,kerryn,fuelling,tamworth,2340
3243691,david,nutall,bangor,2234
3899053,jeffrey,gill,horningsea park,2171
229047,mark,chessell,mawson,2607
5340861,deborah,stevens,sheidow park,5158
5471942,barbara,pillion,torrensville,5031
5209799,ai,hislop,alexandra hills,4161
5996232,fung,dowton,mackay north,4740
2326217,heinrich,long,neutral bay,2089
3243727,bryan,hasimoglu,broadmeadows,3047
5603033,daniel,quinlan,elwood,3184
6127322,james,jeffrey,mudgeeraba,4213
2064092,vincent,wheatley,halls head,6210
6651613,jukka,tyson,charmhaven,2263
4161247,anthony,anderson,wallsend,2287
98018,marie,haire,ryde,2112
6258412,ian,trifiletti,dianella,6059
2981616,wen,lubis,armadale,3143
6782720,stephen,bryceland,south melbourne,3205
4816642,nick,evans,cremorne,2090
6782731,man,villarroel,fairfield,2165
1277709,carmen,hill,black rock,3193
1539865,michele,moore,lismore,2480
4161313,douglas,gorgieski,cringila,2502
5603116,sharon,fan,blackburn,3130
1146677,michael,ristuccia,smeaton grange,2567
5865274,peter,grainger,maclean,2463
453258,janice,mcglynn,conder,2906
6651713,elaine,da-pra,riverwood,2210
4292421,elizabeth,shelton,barrack heights,2528
3112780,diana,bycroft,rockhampton,4700
1802070,barbara,hewitt,camden,2570
6258530,philip,rogers,athelstone,5076
3112817,liye,smith,terrigal,2260
491380,teresa,cooper,norville,4670
753528,daphne,o'farrell,youngs,6330
1146746,christine,carzino,greensborough,3088
1146747,kevin,hasell,mermaid beach,4218
6127496,sarantos,mulligan,harwood island,2465
1277857,lois,jeffs,springvale,3171
2719652,stephen,jost,elizabeth park,5113
5996454,michael,copson,capalaba,4157
5603243,linda,mackie,bentleigh east,3165
5603249,ruth,wilson,hurlstone park,2193
1802166,nardean,newton,sans souci,2219
4030417,geoffrey,paterson,cottesloe,6011
5341138,mark,callister,berrys creek,3953
3768292,michael,poerschke,mooroobool,4870
4161510,tonka,barber,nhill,3418
2457579,yashan,isaac,mulgrave east,3170
2064368,balwinder,loiacono,ryde,2112
4423667,allan,spargo,eltham,3095
884725,christina,hind,rockhampton,4700
4161526,joan,crowley,cleveland,4163
6258680,bruce,reynolds,centennial park,2021
5865477,yang,bertolone,waterloo,2017
360456,karen,sienkiewicz,campbelltown,2560
1277967,justin,paul,embleton,6062
6520848,des,ginges,bellevue hill,2023
103769,john,vhao,wollongong,2500
5996585,julian,doyle,mount isa,4825
3899435,renee,bignell,glen iris,3146
5210161,linda,clee,shepparton,3630
753715,martin,keynes,carina,4152
6198624,dimitrios,young,everton hills,4053
2588738,peter,ryan,telegraph point,2441
360527,john,xuan,concord west,2138
5603409,peter,prosser,mount ousley,2519
4030548,anne,currey,diggers rest,3427
622685,wah,robinson,mount claremont,6010
4030563,margaret,kyranides,cannon hill,4170
2457706,june,van-haeren,narre warren,3805
4685938,walter,sabourn,singleton,6175
3506293,fay,huf,east brisbane,4169
6652023,gloria,stansfield,redbank plains,4301
6127746,allan,wilson,surfers paradise,4217
4494699,marie,ha,bonython,2905
6520968,roslynn,he,dandenong,3175
6520969,anjana,watral,sandy bay,7006
1933454,michael,tracey,biggera waters,4216
4685968,tony,flottman,woodlands,6018
3244178,glenys,morgan,berowra heights,2082
5079190,donna,burden,sutherland,2232
4948119,robert,anagnostopoulos,rockdale,2216
5472409,penny,gorr,hadspen,7290
1671337,deborah,mayer,windang,2528
6389937,channie,bunyan,carnegie,3163
4292787,maria,chapman,lane cove,2066
98485,amanda,robertson,doubleview,6018
5958345,timothy,mattinson,burleigh heads,4220
6803202,brian,watts,corinda,4075
2982082,maureen,weymouth,delacombe,3356
2851014,wei,staker,port pirie,5540
3140300,john,james,tingalpa,4173
2572323,steven,cowan,eaton,6232
2851032,kay,clune,green valley,2168
753883,lynne,allen,duncraig,6023
5865698,mary,westaway,sawtell,2452
5865701,maisie,lyras,abbotsford,2046
2659708,miranda,yates,tea tree gully,5091
3506413,colin,bailey,charlestown,2290
5734642,john,maloney,lower templestowe,3107
884982,anita,simpson,maryborough,4650
5341438,simon,landi,waterloo,2017
491776,mark,bowman,mcmillans,3568
5603597,felix,sforcina,greenwood,6024
753939,sheau,young,west lakes,5021
4423959,trevor,townrow,westonia,6423
3899675,robert,rintoul,carine,6020
1802525,alice,fraser,seaford,3198
3375390,nirmal,sinclair,rochedale,4123
2851104,gregory,atkinson,greensborough,3088
5734692,mark,atkinson,strathmerton,3641
1016102,anthony,watson,forbes,2871
2982186,ingrid,savoca,enfield,2136
3244335,robyn,glenn,orange,2800
3768637,chi,riddell,avonsleigh,3782
3506495,christine,nolan,belmont,3216
781024,bradley,nguyen,st albans,3021
5603656,elizabeth,thompson,tenterfield,2372
2326865,john,harrison,swansea,2281
3899733,zoe,rudrappa,clayton,3168
3899743,jovan,instone,roselands,2196
2982244,maital,golden,sawtell,2452
5079399,michael,seeley,tullamarine,3043
6652264,peter,cahill,girrawheen,6064
3113325,edward,bonomo,schofields,2762
2589043,alan,thompson,york plains,7120
6652281,stacey,ahern,erskine,6210
4817280,susan,lamond,casterton,3311
1540483,leon,staples,daceyville,2032
2113601,leslie,tomatalau,potts point,2011
2589068,colin,mcdonald,new town,7008
3768718,kerri,hardie,dolphin heads,4740
1147282,alfred,robinson,devonport,7310
623008,stephen,lindert,camp hill,4152
4030883,kerry,leaman,norwood,7250
4030889,fay,bonnor,bracken ridge,4017
6390207,georgina,lipari,hillarys,6025
4293057,paul,foster,wodonga,3690
360899,felicity,cimino,deer park,3023
2326982,christine,higgins,alexander heights,6064
3899847,anne,clayton-wilks,towrang,2580
5997004,selina,mountney,bairnsdale,3875
754128,sheila,dunn,belmont,2280
3244513,john,marsh,new auckland,4680
3276680,anthony,tippett,greenwood,6024
1540596,sandra,davis,yass,2582
6390276,george,charuga,koondoola,6064
3375621,elizabeth,mcmanus,rockhampton,4700
3375622,josaine,lillyman,parkdale,3194
1671692,shaye,schwalbach,tamworth,2340
3375630,david,lucas,wingham,2429
98837,patricia,theakos,monterey,2217
2064922,adam,tait,wanniassa,2903
4686365,harold,lofthouse,como,6152
98859,carlo,peart,casino,2470
1409586,man,calabro,bairnsdale,3875
4555318,gary,ward,penrith,2750
2064966,peter,van der jagt,byford,6122
4555346,peter,graham,lancefield,3435
2720352,tina,anderson,wooree,6530
492133,clive,spence,south grafton,2460
5603943,peter,dalton,banksia park,5091
623210,veronica,west,penrith,2750
1671787,helen,kelly,lidcombe,2141
5210750,hui,warren,belmont,6104
754314,jillian,barrett,wagga wagga,2650
2065035,malcolm,williams,stafford heights,4053
4817552,arthur,rippon,hughes,2605
6521493,jeffrey,reuben,dover heights,2030
2458262,maxwell,anderson,newcastle,2300
6390435,hong,zorzetti,reservoir,3073
4686501,janelle,hunter,templestowe,3106
4686508,gregory,chan,keysborough,3173
3113649,michele,everard,rowsley,3340
3637938,diane,mcdonough,allansford,3277
5997256,sally,akle,winston hills,2153
3113674,geoffrey,blackmore,tewantin,4565
5210827,joshua,whittick,oakhurst,2761
5079756,paul,field,portsea,3944
2982610,nora,martin,mount tamborine,4272
2982619,vernon,jones,merricks,3916
2982623,charles,reed,tea tree gully,5091
6067664,tanya,sedlacek,fulham,5024
4817638,ron,zhang,moorabbin,3189
1016551,kristian,wright,tea tree gully,5091
5210872,susan,morton,prenzlau,4311
623355,jean,mac loud,west pennant hills,2125
1671941,charles,cook,east fremantle,6158
754440,hans,treloar,port augusta,5700
4817677,john,mulder,wallsend,2287
6259471,jennifer,hooper,walkerville,5081
5735192,serena,finley,the oaks,2570
2851609,richard,jackson,riddells creek,3431
5735207,june,muldowney,prahran,3181
6914859,betty,nesbit,malvern east,3148
4424492,sudha,slaney,frankston,3199
1278765,costa,fraser,albury,2640
2851634,agnes,goldsmith,learmonth,3352
361267,john,horsburgh,glass house mountains,4518
4686648,pamela,lowe,blakeview,5114
1934142,shirley,hillas,craigmore,5114
99137,nick,mcgregor,morningside,4170
5866308,matilda,turner,coolum beach,4573
99144,phillip,zheng,merrylands,2160
2982730,wendy,loats,greystanes,2145
4162379,timothy,bradsworth,rosebud,3939
2982732,taghread,adeney,burwood,3125
5604180,robert,farnsworth,balmoral,3407
5473109,susan,hersbach,the patch,3792
2589531,wen,shaw,narellan,2567
6128479,david,nguyen,sunshine,3020
1803111,harry,hills,kallangur,4503
4555625,anthony,underhill,goulburn,2580
4817780,rodney,hunter,baulkham hills,2153
4031357,carol,barilani,hamilton hill,6163
1147774,joy,bayani,dee why,2099
1016707,velauthapill,kim,mount eliza,3930
6259588,dietmar,roberts,cootamundra,2590
3507080,douglas,lord,woolloongabba,4102
1934220,joanne,derham,grovedale,3216
1037695,marija,lawer,dallarnil,4621
4424597,kylie,gaull,bayswater,6053
5079961,mark,murdoch,muckleford,3451
2982818,shane,tanner,wamberal,2260
1409960,norman,mawby,normanhurst,2076
5342125,david,kuang,st johns park,2176
5866417,marcelle,harrison,quakers hill,2763
1934261,maria,ellis,mareeba,4880
1409974,vicki,foreman,edgecliff,2027
5342136,margaret,dzera,tingalpa,4173
2458553,dalia,hyslop,nundah,4012
6783941,kay,yeh,bensville,2251
3113930,ronald,kavich,blacktown,2148
5866454,kay,kilbey,surry hills,2010
6652887,peter,baudzus,towrang,2580
1108816,joanne,tan,north sydney,2060
2720739,paul,marsh,lenah valley,7008
492517,nathalie,mounsey,gosnells,6110
3376133,haejin,boyd,balwyn,3103
361487,suzanne,naughton,millicent,5280
5604369,jeffrey,wyndham,frenchs forest,2086
5342226,zalfa,millican,rasmussen,4815
2458647,alison,leeming,cheltenham,3192
5735453,judith,caterson,blakehurst,2221
1279013,patricia,mages,coolbellup,6163
2589736,tom,ryan,fisher,2611
6915132,krystyna,zhow,birrong,2143
5997631,giuseppe,bardsley,engadine,2233
3118603,robyne,simon,barton,2600
3507270,justine,lenz,dingo,4702
5735499,vasuki,penney,glengarry,7275
361556,david,leydon,mudgeeraba,4213
492633,judith,gow,donvale,3111
4949094,david,duncan,cammeray,2062
3245161,margaret,lefevre,menai,2234
2594324,rod,lu,lidcombe,2141
99455,alan,clarkson,montmorency,3094
5997705,beverley,cowgill,eden,2551
5211276,ronald,jones,northam,6401
4818062,glenndon,natolo,southport,4215
5783747,pasqual,hopper,augusta,6290
1279129,scott,morrow,abermain,2326
2327711,eileen,bruhn,currumbin waters,4223
6915258,wesley,mckemmish,buderim,4556
3900605,kevin,triplett,coolbellup,6163
5997759,brian,o'shea,sylvania waters,2224
5997761,ronald,browne,geraldton,6530
4031690,betty,forrest,munruben,4125
5211353,gregory,roberts,springvale,2550
1017060,miranda,adams,macksville,2447
4687083,william,thomas,claremont,7011
6128881,graham,underwood,mount isa,4825
6391032,aimee,donovan,lalor park,2147
886013,greg,brittain,thornlie,6108
4556032,david,josifovski,lalor,3075
492807,margaret,febo,aspley,4034
1672461,tracey,hoggan,heywood,3304
5604626,anthony,warren,newmarket,4051
6128916,michael,garbin,munster,6166
3769623,rhonda,smith,manilla,2346
3468169,clive,whetnall,kalamunda,6076
4293965,lisa,hendrie,welshpool,3966
2065753,caroline,robertson,narre warren,3805
2721120,jennifer,lamers,greensborough,3088
4949349,trevor,dawson,glen iris,3146
755061,giuseppe,brown,east victoria park,6101
3245432,brian,evers,matong,2652
3114363,jane,stace,leanyer,0812
1541500,anthony,evans,taroona,7053
2590083,suzanne,lutz,millner,0810
99716,julia,brown,port macquarie,2444
1017223,owen,richards,frederickton,2440
1672586,ilkay,stanway,clifton springs,3222
5473675,allan,ali,newtown,2042
1349186,boon,talbot,kingsley,6026
361882,steven,yeldalo,hornsby,2077
2065830,anton,schmidt,glenunga,5064
4294062,karen,keith,baerami creek,2333
2983352,jon,meihubers,epping,2121
2721211,johanna,hull,earlville,4870
1672637,david,anderson,newstead,4006
6679456,julie,down,balwyn north,3104
5604802,brendon,montague-dufty,carlingford,2118
3638727,renee,buckley,narre warren,3805
5211596,lesley,newman,kellyville,2155
4556237,julie,prideaux,brunswick,3056
1934802,sela,seglam,bentleigh east,3165
1410519,kathryn,smith,richmond hill,2480
6915547,davydd,buck,mount garnet,4872
5735914,swegn,anderson,leonay,2750
2065906,david,jakovljevic,east preston,3072
3009449,donald,page,everton park,4053
6177026,lorna,webb,bicheno,7215
5867024,laraine,dang,marrickville,2204
4949529,john,inigo,quakers hill,2763
1803803,max,zito,st clair,2759
4949538,leon,mclean,riddells creek,3431
4691547,shane,mackenzie,carlingford,2118
4556341,elizabeth,seagrim,somerton park,5044
2065974,sarah,savage,sunrise beach,4567
5342776,myla,greene,richmond,3121
4949563,sarah,gallagher,waterman,6020
2459211,michael,morris,campbelltown,5074
2328145,russell,rice,yuendumu,0872
4294228,keith,mann,hackham,5163
6391381,michelle,hutchings,gosnells,6110
3638871,gloria,white,rochester,3561
231002,anne,hansen,preston,3072
4032103,edwina,wright,coopers plains,4108
2983541,luke,nicklin,kelvin grove,4059
5998200,stephen,dalton,roma,4455
3376765,david,ralph,ararat,3377
1279616,tanya,dunkley,cheltenham,3192
2590340,carolyn,tankard,westmeadows,3049
5080710,taryn,chapman,mount macedon,3441
3901063,barbara,danvers,ferntree gully,3156
3901065,barry,milford,greta,2334
3638932,david,singh,edmonton,4869
1541793,marion,chandra,liverpool,2170
2852514,janeen,baulch,toowoomba,4350
5998244,jan,netscher,mcdowall,4053
4425394,fernanda,wilson,merrylands,2160
2590387,labibi,hage,newton,5074
2852540,fiona,nguyen,st albans,3021
6129341,simon,hage,port lincoln,5606
3770053,paul,wood,banksia park,5091
1935051,marion,brown,revesby,2212
2328268,joanne,metcalfe,kurrajong,2758
3770062,helen,roberson,cooma,2630
3770083,warren,riordan,happy valley,5159
1017577,peter,callaghan,east maitland,2323
493290,sharlene,murray,toowong,4066
886519,jack,steel,halls head,6210
886521,michael,price,windang,2528
2197242,allan,stubbs,gladesville,2111
5736189,annette,scharenguivel,durack,4077
3245825,dorothy,lane,shepparton,3630
6260485,kevin,lockyer,walcha,2354
5211910,christine,ennis,chapel hill,4069
5998351,michael,fritz,redbank plains,4301
1935120,donna,cuthbert,terranora,2486
2852627,margaret,russo,langwarrin,3910
493332,lorraine,chamberlain,kilmore,3764
4687639,monica,stretton,flagstaff hill,5159
3507995,gwendolyn,ibbotson,cronulla,2230
3376930,robert,o'dea,gordon,2906
1279779,ruth,de boucherville,orchard hills,2748
886565,michelle,oost,palm beach,4221
2328367,henry,sharpe,west wyalong,2671
2197302,linda,shawcross,bargara,4670
4032312,vanessa,bell,nerang,4211
231233,shane,wheaton,theodore,4719
886599,garry,brett,glen waverley,3150
3114824,terri,lawler,port macquarie,2444
3901257,tanya,lizars,baxter,3911
2197322,kaiying,travis,spearwood,6163
6391631,diane,martin,eastwood,2122
2590545,joao,gong,lugarno,2210
6915938,alasdair,pix,dover gardens,5048
362340,dale,putt,marsfield,2122
5343077,david,brauer,lavers hill,3238
1017712,bin,evans,elsternwick,3185
2197361,paul,mceniery,coburg,3058
3770226,james,neems,silkstone,4304
5867380,christine,lee,needles,7304
1542005,john,fiore,noranda,6062
1542018,paul,toohey,blacktown,2148
4818833,edmund,segler,claremont,6010
6260635,carolyn,baker,ulladulla,2539
1279905,leslie,smythe,cherrybrook,2126
2197413,zi,turner,gisborne,3437
3770285,david,urban,ancona,3715
5215901,kylie,kilanski,northam,6401
1935282,kim,main,lockridge,6054
3639226,bianca,cooke,warragul,3820
5736392,melinda,cameron,woodlands,6018
5736394,caroline,neale,carina,4152
1279947,bob,mallett,port melbourne,3207
4058104,julie,maskiell,baulkham hills,2153
2590675,carol,weeding,oatlands,7120
5605335,thanh,averillo,everton park,4053
362458,timothy,kappas,ringwood east,3135
3189440,joan,conroy-welby,margaret river,6285
493533,christine,whitefield,lane cove,2066
1542112,maree,egan,erskine park,2759
1017832,helen,jones,kilsyth,3137
6260713,mervyn,chappell,mildura,3500
1279980,lee,pyo,strathfield,2135
5474286,barbara,currie,cherrybrook,2126
6391792,alan,borg,macleod,3085
4818935,edward,lewington,tomerong,2540
1673209,emilia,fowler,brown hill,3350
5212155,roger,hagan,eagleby,4207
1017854,noel,lekkas,thornbury,3071
886790,judith,brown,turramurra,2074
2590737,mary,ippolito,hoppers crossing,3029
3901461,alicia,legall,dernancourt,5075
1542171,faith,so,leanyer,0812
5605436,chrissie,baxter,bairnsdale,3875
2328641,graham,frikuruwal,melbourne,3000
1935433,margaret,anderson,wynnum north,4178
2328650,allison,martin,mount elliot,4816
2328663,karen,coates,cowra,2794
5212255,caroline,duprez,albion park,2527
2459747,patricia,helm,narrabeen,2101
1280106,aileen,wakefield,white hills,3550
5474413,stephen,dell'oro,glen waverley,3150
5343342,glenn,ridgway,dandenong,3175
624760,evangelia,bothwell,west end,4101
1542271,geoffrey,atkinson,karratha,6714
1935496,beatrix,rochester,tumut,2720
6129805,gabriella,martyn,merriwa,2329
2853009,luke,ghafar,auburn,2144
6523034,margaret,caldwell,browns plains,4118
5867680,blake,treston,ascot,4007
6523041,christina,clarke,south yarra,3141
2310513,leesa,lillo,rose park,5067
2459821,stathy,appelboom,malvern,3144
