recid,givenname,surname,suburb,pc
599,dusica,bonsack,sheaoak log,5371
6160985,arthur,goodman,tallebudgera,4228
1180253,dean,kushaoglu,camperdown,2050
393830,kirsteen,hong,burwood east,3151
5767785,linda,glasziou,stephens,4227
2097778,margaret,islam,holland park,4121
3277432,naomi,henry,cattai,2756
6685307,ian,camilleri,applecross,6153
1049230,christina,langley,woody point,4019
3015315,brett,ashton,south grafton,2460
5636758,michael,chapman,lugarno,2210
2599706,harold,brooks,paddington,2021
3670695,yan,redeker,lilydale,3140
1049256,susan,clarke,cottesloe,6011
3015342,santina,pablo,potts point,2011
1704630,kenneth,laney,largs,2320
5942047,annalisa,purcell,teneriffe,4005
4588223,david,chau,chester hill,2162
5636802,eugene,bowhay,elanora,4221
5112519,geoffrey,toshack,mandurama,2792
6685391,leslie,rogers,karrinyup,6018
5636819,jason,bush,rowville,3178
3146461,jennifer,platt,coolamon,2701
5112546,antonio,scott,castlemaine,3450
2491122,roy,dwyer,burwood,3125
6292220,elizabeth,sim,cosgrove,3631
4195079,jeanette,schehata,macquarie fields,2564
4588303,robert,watts,murrumba downs,4503
3539728,hilda,wheatley,waratah,2298
3670806,ronald,izod,castle hill,2154
3015448,lorna,chapman,rowville,3178
2360094,olga,maskey,inverell,2360
6816554,michael,dick,devonport,7310
5636917,shiralee,matthews,moolap,3221
3670845,linda,jacobson,airport west,3042
262974,william,deeb,punchbowl,2196
2468661,linda,cameron,unley,5061
6619275,eric,gavin,wayville,5034
5636943,wendy,alcorn,karridale,6288
1311575,vincent,casey,lake cathie,2445
3539809,katy,kearns,bulahdelah,2423
1704803,john,rochfort,werrington county,2747
868,pauline,crawford,yeronga,4104
2098021,alex,downie,sandy bay,7006
4588394,amanda,linstead,brinsmead,4870
1180526,susan,nelson,burleigh heads,4220
1573744,miao,li,west pennant hills,2125
2491251,vicki,stout,kallaroo,6025
3146613,paul,darveniza,the gap,4061
2884475,bradley,pawluck,churchill,3842
1966972,stanley,lutz,rossmoyne,6148
918409,rodney,sellars,wynnum west,4178
4850576,eneio,preston,bethania,4205
2491286,maud,brines,cammeray,2062
1180574,david,gower,berowra,2081
3277739,eleonora,handy,underwood,4119
4195251,phillip,walker,greenbank,4124
132023,iris,snaidero,north ryde,2113
2229179,michael,lovell,new town,7008
6161345,sarah,clarke,queenstown,7467
1311690,wendy,wegener,mangerton,2500
5506001,maree,niddrie,gloucester,2422
1704915,john,piller,corny point,5575
5506012,lulieta,pearce,devonport east,7310
3671008,deborah,piper,brunswick west,3055
6030306,tracy,blake,nerang,4211
394214,graham,boyer,belmont,4153
263149,adrian,faddoul,granville,2142
3408882,lois,dirkx,laverton,3028
2098166,cheryl,tishler,mount warren park,4207
2884601,graham,lahn,narre warren,3805
5374974,john,poller,eagle heights,4271
6554632,peter,price,merriwa,2329
4457488,howard,fennings,fletcher,2304
132124,joyce,angelov,lambton,2299
3933215,john,warner,newborough,3825
2098208,xiao,del frate,ocean reef,6027
5637156,lynette,sadler,five dock,2046
1180718,gloria,campbell,bombala,2632
1405411,matthew,theodossiou,st albans,3021
808456,nancy,mavin,wahroonga,2076
2403166,konstantin,borg,oatley,2223
1573945,patrick,kleidon,camira,4300
263229,robyn,ross,bendigo,3550
4981822,salwa,kelly,launceston,7250
4064320,belen,white,sylvania waters,2224
3560971,maureen,mitchell,echunga,5153
2229325,encarnacion,walker,valley view,5093
6161492,tony,mitchell,dicky beach,4551
6423648,charles,porter,mittagong,2575
5637223,kathryn,mcfadyen,tomago,2322
394344,josephine,rogers,rosebud south,3940
2884713,garry,ricciardiello,greystanes,2145
1967211,ross,nash,dubbo,2830
3015790,cindy,donnellan,edwardstown,5039
6815934,jody,kolkighas,penshurst,2222
3933303,margaret,ogilvie,south melbourne,3205
3671162,michael,amiyants,rosebery,2018
3933321,james,frederick,moorebank,2170
2622604,kate,magee,preston,3072
2884753,lavina,pung,mitcham,3132
263318,siam,guerra,findon,5023
4871707,craig,o'brien,aratula,4309
1311919,andrew,swan,taree,2430
3015874,robert,gray,dubbo,2830
6554819,evans,dean,nambour,4560
6816967,frederick,williams,umina beach,2257
4719817,barry,dennehy,melton south,3338
132302,kerrie,wilson,mill park,3082
4719826,fiona,passarinho,dee why,2099
5899477,peter,hewson,galston,2159
2098405,susan,thomson,greenwith,5125
1574121,harry,hambridge,yerrinbool,2575
1049849,mary,todorovski,kealba,3021
918787,scott,martin,albury,2640
1836292,sheila,zreika,smithfield,2164
3015941,catherine,valdes,beaconsfield,6162
4588809,raelene,hickman,ashmore,4214
6459533,mervyn,browne,blackheath,2785
3147025,hella,o'dwyer,dunsborough,6281
787739,una,pyke,darnum,3822
2098464,mark,hetherington,greenslopes,4120
240518,colleen,cooper,mackay,4740
525621,ronald,honey,bellbird park,4300
787769,alan,martin,berridale,2628
6161725,anthony,sayers,glen huntly,3163
2884930,richard,geilen,dunolly,3472
3409222,ian,richards,buderim,4556
6423884,graeme,di gregorio,st james,6102
3671376,john,hoare,mirboo north,3871
3409238,tarnya,howie,copacabana,2251
2622809,lotti,farrow,burnie,7320
3535307,meryle,sperling,brooklyn park,5032
1574246,cathy,mcdonald,lismore,2480
525679,anne,lewis,aroona,4551
1705332,merle,butler,millicent,5280
6161783,sylvia,webb,northdown,7307
525701,lucy,fleming,mount austin,2650
6686086,ross,rabbitt,mysterton,4812
1181063,janice,lane,clontarf,2093
1705352,susan,callahan,camden,2570
6313538,belinda,bruce,box hill south,3128
263586,ian,chant,hillcrest,4118
2229667,craig,armstrong,mosman,2088
3147173,raymond,sanghera,berri,5343
1050022,cha,black,carrara,4211
787881,lubica,king,mount isa,4825
1705395,juan,smith,newtown,3220
2360757,paul,white,darwin,0800
1967543,stuart,parker,clayfield,4011
3671487,james,manning,middle park,3206
2053707,sinyee,mcquade,goonellabah,2480
2315852,duncan,flemming,hornsby heights,2077
525775,michael,gordon,mungindi,2406
1574352,elizabeth,stott,ryde,2112
6686162,irene,cobb,belmont,3216
4457944,david,pitt,kooyong,3144
1836506,robert,martin,woodridge,4114
6686174,carole,walsh,toowoomba,4350
6030833,petamarie,lyons,mooloolaba,4557
1705458,samuel,gheller,yamba,2464
3278323,belinda,mcpherson,kingswood,5062
6817268,carolyn,purdon,goodna,4300
1361781,gerard,schulze,aspley,4034
3671547,margaret,veerman,camp hill,4152
5375485,yeap,wood,camden,2570
5637633,june,duncan,bairnsdale,3875
6293008,noel,white,torquay,3228
3147285,beryl,dunn,myuna bay,2264
1967639,myles,power,craigmore,5114
1443352,meredith,wyeth,marsden,4132
4458017,katina,thompson,surfers paradise,4217
4326951,anthony,reeves,glenunga,5064
4064818,martin,duff,batemans bay,2536
1836606,robert,brown,casterton,3311
5768772,beverley,brown,pakenham,3810
3147334,robert,steinhardt,marburg,4346
2491987,harold,pratt,warnbro,6169
5899862,cassandra,knapman,monto,4630
4195927,robert,mckenna,orange,2800
153189,thomas,nicolson,linden park,5065
4064866,cathy,fogarty,kelso,2795
6817380,lance,alty,griffith,2680
4458107,ross,hawke-fitzhardy,hillbank,5112
2492032,pauline,scholten,wilson,6107
919174,andrew,rayner,eaglehawk,3556
3409546,shirley,mizzi,brighton east,3187
3409550,david,paul,castle hill,2154
263823,miranda,keefe,valley view,5093
132755,rosetta,mcphee,booker bay,2257
4458132,ronald,walley,croydon,3136
919194,moira,thurston,goulburn,2580
3147420,merrilee,hall,burrum heads,4659
2053745,wing,munn,westdale,2340
3671733,jason,stammers,neerim east,3821
3016375,harry,byrnes,banora point,2486
4589245,maureen,smith,doncaster east,3109
5244607,wai,dukhno,noble park,3174
4196033,john,butterworth,stretton,4116
4851396,margaret,sarich,caversham,6055
2885321,kathleen,bonarius,windeyer,2850
1705674,lynne,cripps,foster,3960
5768911,george,mcdonald,withcott,4352
3933906,lesley,edwards,killarney vale,2261
4589270,marijcke,manolis,melton south,3338
6555353,john,ngo,regents park,2143
4327131,kenneth,koo,st ives,2075
3016413,bradley,sisko,surry hills,2010
6686433,brigid,selby,seven hills,2147
1574631,ja,dickinson,tooborac,3522
4458223,shuling,tallon,caves beach,2281
526066,kwan,cremin,browns plains,4118
5637879,julie,berry,minyama,4575
2754296,donna,mock,pyrmont,2009
2623226,dezma,walmsley,bayswater,6053
1836796,joan,hamilton,port macquarie,2444
5244669,julie,mcinnes,strathfield,2135
4589315,zhang,stockdale,boulder,6432
6031109,michael,haggett,engadine,2233
1181457,brendan,rasmus,newport,2106
526100,anthony,gosper,rydalmere,2116
3540759,sue,felekos,kingsford,2032
1574687,mike,fenwick,toora,3962
5244704,maxwell,byng,cooloongup,6168
1827,phillip,von deutschburg,thornbury,3071
3539250,sharon,carlos,helensvale,4210
1705783,gary,bichard,kingsford,2032
395077,pangiota,kells,coopers plains,4108
1181513,boen,white,cheltenham,3192
1443664,john,vermey,cambridge,7170
2754385,nicolas,kim,sydney,2000
3671908,paige,ma,bondi junction,2022
2752828,anthony,seis,gulgong,2852
3540842,andrew,kelly,red rock,2456
526203,rex,tickell,red hill,2603
2099068,mark,prosser,alberton,5014
3803007,susan,cameron,glen waverley,3150
3934082,michael,westcott,portlands roads,4871
3409795,susan,faichney,inverloch,3996
133011,nicole,duffy,richmond,3121
6031259,sheila,sisk,helensburgh,2508
3803038,sean,cobain,woodvale,6026
2099115,evelyn,chama,yagoona,2199
5244847,annamarie,bionda,portland,2847
264113,shuling,hann,hoppers crossing,3029
546463,elsie,kolhoffer,mount gambier,5290
1312706,peter,shelley,warwick,4370
4196298,nicole,woo,woodridge,4114
2230224,ingrid,briscoe,cooroy,4563
1050577,konstantinos,ades,hampton,3188
919520,malcolm,papierz,parramatta,2150
3934186,lorna,worner,leopold,3224
4720626,wei,harris,fisher,2611
5113845,david,johnston,mount pleasant,6153
4851704,angela,burrows,maylands,6051
6031354,ronald,mercer,blairgowrie,3942
4303871,lynette,pantalone,moonee ponds,3039
133124,john,jamieson,parafield gardens,5107
6162437,john,latham,goolwa,5214
5155841,kalle,harvey,doubleview,6018
919570,graham,badin,mosman,2088
1443889,robyn,smith,bassendean,6054
2885683,stuart,maxwell,beenleigh,4207
4065332,jennifer,sharpe,toowoomba,4350
3409977,barry,kennedy,baulkham hills,2153
6686792,judith,mcniece,warilla,2528
4458569,nicola,mclaren,mount pleasant,6153
2230346,craig,powell,glenelg east,5045
3278925,igor,lawler,morningside,4170
6424660,sarah,cole,launching place,3139
4458586,karen,moran,annerley,4103
3278939,michael,muller,buderim,4556
2492520,brian,cooney,paddington,2021
3147897,zane,roupas,flynn,2615
5507198,franco,hall,elliminyt,3249
5245056,sandra,crane,goodwood,5034
2885764,john,foster,roseville,2069
4065413,robert,kimpton,golden grove,5125
5245063,joan,hooper,cooberrie,4703
2184,arturo,cetincic,cheltenham,3192
2754699,tracey,day,berwick,3806
2230417,brian,zanen,springvale south,3172
1575059,robyn,spencer,nambour,4560
5769364,elsie,simpson,proston,4613
2492567,russell,mitchell,rapid creek,0810
3016859,beverley,heskett,heathmont,3135
6424733,mary,phillips,winchelsea south,3241
5376160,garry,raabe,korumburra,3950
4589732,andrew,marshall,deception bay,4508
2623653,michael,matheson,potts point,2011
2361513,mark,mcgrane,ungarie,2669
133290,mary,sperring,moe,3825
1312941,jonathan,may,warners bay,2282
1575091,bradley,maggs,helensvale,4210
6686904,margaret,corbett,mcmahons point,2060
2230457,janelle,liveremore,woonona,2517
4850037,david,tateossian,chatswood,2067
5638347,vasil,lewis,clayfield,4011
6424790,beryl,speedie,dromana,3936
6162650,neil,irvine,prahran,3181
3279071,sophie,haddon,bunbury,6230
2883963,mary,slioussar,campbelltown,5074
4327655,lynette,goodman,coburg,3058
4065514,linpao,humphris,algester,4115
4065522,darren,anderson,ormond,3204
1313019,daniel,rigby,jimboomba,4280
5900542,michael,mackey,harrington,2427
4065536,renata,christie,toongabbie,2146
1050881,vida,jeffrey,kinglake west,3757
919817,lorenzo,santoro,melton,3337
3672330,hendrik,squire,dunedoo,2844
3167959,scott,davenport,burwood,3125
5245198,lisa,yeates,harbord,2096
2885903,joseph,kelly,mount pritchard,2170
6424854,james,cheney,orange,2800
919831,darryll,rieck,maryborough,4650
4196636,john,bruellke,west ryde,2114
6687005,pauline,wilde,dunkeld,3294
3541278,stuart,brew,strathpine,4500
6424863,timothy,ly,sunshine,3020
3016995,donna,lawson,penrith,2750
3017005,michael,ross,pascoe vale south,3044
5245232,peter,brenner,bronte,2024
2492729,sally,grasby,westmead,2145
1182010,ana,leuterio,mulgrave east,3170
2492752,thomas,strong,paddington,2021
3541335,kenneth,priscilla,prestons,2170
2885982,kierren,trevena,noble park,3174
1444211,joyce,webster,kingaroy,4610
2623863,domenica,farmer,bulga,2330
1706361,clarene,perkins,echuca,3564
3189823,chee,westerman,moore park,4670
3672445,su,williams,mosman,2088
4589952,carolyn,campbell,narrogin,6312
2361733,denise,mountford,west wollongong,2500
3749204,moira,lewis,merewether,2291
1444234,starboard,wylie,stanthorpe,4380
1968524,pamela,covell,boreen point,4565
5507471,douglas,clark,taylors lakes,3038
4721048,john,rentsch,kolora,3265
1313178,welly,monk,bedford,6052
2754973,david,weekes,merrylands,2160
6818206,james,lahood,gosford west,2250
5024838,rodney,warne,kalorama,3766
133544,donald,keep,aspendale,3195
4196778,darren,adams,minden,4311
4327851,david,griffiths,rosebery,7470
6162860,fran,olorunnife,narre warren,3805
788914,fraine,pratt,caulfield south,3162
1575353,simon,tremain,peak hill,2869
6556092,peter,buszano,doncaster east,3109
2494,ronald,sutcliffe,coogee,2034
4327874,helen,esposito,hamlyn terrace,2263
6031822,george,mano,broadmeadows,3047
5876813,spouse,evans,biggera waters,4216
5638618,ying,boland,killarney vale,2261
788964,geoffrey,nelson,colac,3250
5439910,adam,cuthbert,tootgarook,3941
6556139,tania,kendell,warragul,3820
4196845,ninghao,maki,lutwyche,4030
3410416,nelson,rodda,woodridge,6041
6556149,david,youd,new norfolk,7140
1313274,pauline,o'connor,ermington,2115
4852222,zoris,wagner,ambarvale,2560
6687238,heather,hancock,myrtleford,3737
4852235,donna,johnson,merrimac,4226
1051150,cindylee,roulent,victoria point,4165
2361877,teresa,chow,doncaster,3108
5112239,ray,freestone,barraba,2347
2492956,robert,zanker,golden beach,4551
3934750,ronlyn,kerr,wallaville,4671
3803684,roma,miller,tully,4854
2492982,judith,markovich,fig tree pocket,4069
1444416,yuzhen,gooding,koonawarra,6152
1968722,colin,walker,prospect,7250
6685114,harjati,harris,jerrara,2533
1968735,patricia,vesari,templestowe,3106
6556266,est,misrachi,maroubra,2035
6687342,debbie,holden,highgate hill,4101
5439933,william,hill,ingleburn,2565
3410547,sharon,young,tewantin,4565
2624119,mary,polegubic,nicholls,2913
526968,lin,tedder,mosman,2088
6556286,paul,larchet,melbourne,3000
5507715,jason,sheehan,mundingburra,4812
5638796,salemeh,mason,wyoming,2250
2230926,john,woods,katoomba,2780
3845231,alexander,toy,patterson lakes,3197
4721308,lynette,matchett,sans souci,2219
4915655,john,lee-jones,newstead,7250
4983475,jane,thompson,osborne,5017
4197044,bruce,barham,broadmarsh,7030
2755255,pattie,norman,bowen hills,4006
3541690,owen,young,woodridge,4114
6294205,warren,swatko,woodford,2778
5811317,ute,halliday,st george,4487
4852418,katla,zivkov,arncliffe,2205
5638855,dorothy,shannon,charters towers,4820
1968840,sandra,dubokovich,berrima,2577
264910,angus,clayton,norman park,4170
395984,john,brankovic,braybrook,3019
3803859,mavis,millett,salter point,6152
4459223,charles,burns,ellinbank,3821
2099939,carmelina,grant,enmore,2042
3410661,hazel,moss,burwood,3125
6556394,ian,flint,alice springs,0870
4590330,nicholas,fuller,umina,2257
2099968,lachlan,cashel,mayfield,2304
1313549,silvio,stack,elwood,3184
3541790,jane,somerville,birkdale,4159
4260315,barry,morton,cloverdale,6105
3148586,sue,moller,kilcoy,4515
3541803,dean,joyce,shepparton,3630
3803960,amanda,rule,morayfield,4506
3935033,theodorus,l'estrange,young,2594
920384,kerri,main,croydon,3136
527169,lucien,blizzard,rosetta,7010
6818645,patricia,bishop,brighton,3186
2886487,cathryn,blackman,reservoir,3073
3935066,rhonda,lapham,moonee beach,2450
5639009,adrian,weedman,brighton,4017
1051491,richard,johnson,highett,3190
4983657,eunice,calder,arundel,4214
6163308,raymond,atkin,riverwood,2210
6163313,steven,wicks,bellevue hill,2023
5639027,lilly,malcolm,penrith south,2750
2100089,simon,marks,ouyen,3490
2362234,william,wainewright,winchelsea,3241
4328322,hans,thursfield,mckinnon,3204
4328326,kevin,hitchcock,aitkenvale,4814
3036993,clive,brooks,revesby,2212
3935116,marie,dulbic,marayong,2148
2100116,malcolm,cheyne,rockingham,6168
1837976,ella,widera,st kilda,3182
2624409,giuseppe,robins,mount barker,5251
5770148,suzanne,bird,bucasia,4750
2624424,tanya,drysdale,st kilda,3182
2990,christa,doak,buderim,4556
6687672,ray,wong,east hills,2213
3279805,sharon,smoult,hillside,3037
2886613,geoffrey,ogilvie,black rock,3193
5639149,pauline,lawson,orana,6330
3017712,deborah,taylor,buderim,4556
4066294,cheryl,belford,wamberal,2260
3017732,gaye,patton,kilmore,3764
3430230,gary,hazelgrove,lambton,2299
396305,peter,clayton,charleville,4470
6073519,joan,hsu,kuraby,4112
1838116,john,steadman,jimboomba,4280
396325,surya,ferguson,dayboro,4521
5639207,hieng,mccudden,nambucca heads,2448
3017770,lee,rozanes,bondi,2026
6032429,sheree,nicolson,kennedy,4816
1969198,ming,tulau,port macquarie,2444
2624564,rosalyn,brunton,st kilda,3182
3125,russell,klein,oakey,4401
3452084,leslie,gammie,mooroobool,4870
6032444,antonia,windsor,tamworth,2340
3279935,jenny,rogers,edgewater,6027
265284,james,ellis,narrabundah,2604
3935302,stana,dziadosz,tanah merah,4128
1576031,ross,nolan,buxton,2571
6425698,david,martola,clonbinane,3658
6163555,ian,wang,glen waverley,3150
134257,ross,bannister,wentworthville,2145
5770355,mathew,mckenzie,elizabeth downs,5113
789620,lynette,miller,dapto,2530
5246070,ditha,patman,nambour,4560
2231416,christopher,calder,carindale,4152
5246077,naarah,mccarthy,carlton,7173
6163582,lisa,simpson,bassendean,6054
5571093,dilip,coade,wagga wagga,2650
396454,rachael,lacrosse,leumeah heights,2560
6163628,veronica,mcleod,greystanes,2145
5636638,clare,benton,dubbo,2830
6425786,peter,campbell,bangor,2234
1707195,frieda,brisbane,wendouree,3355
6163644,michelle,king,catalina,2536
4590786,john,clews,pooraka,5095
4852931,trevor,syrja,loganlea,4131
4459717,thelma,jerinic,newcomb,3219
2755782,valasy,pupovac,liverpool,2170
3542243,kai,moore,mount evelyn,3796
1838312,brett,simpson,yeppoon,4703
1576169,john,gurney,cottesloe,6011
6294769,andrea,tasdelen,auburn,2144
2231539,juanita,greenfield,botany,2019
1314039,hilary,yden,forster,2428
396539,luis,galway,lethbridge park,2770
2362624,elaine,hillery,shortland,2307
4066567,charles,roach,cowes,3922
396566,margaret,bain,st clair,2759
6425882,shao,hagarty,dubbo,2830
1445154,erich,stephens,blair athol,5084
3804455,andrew,huppatz,clare,5453
6819122,vailima,hender,port noarlunga south,5167
789812,joanna,barker,port lincoln,5606
4984117,blaine,boyd,zillmere,4034
5377343,maria,kinmonth,herberton,4872
6425922,paul,todd,semaphore park,5019
3403,olivia,kandel,brunswick,3056
2362705,terry,stewart,mount waverley,3149
4066644,andrew,tyson,kellyville,2155
3542361,james,neff,embleton,6062
3149159,janine,appel,vaucluse,2030
6315575,george,varady,blueys beach,2428
1314158,willem,little,south fremantle,6162
6688111,sandra,wright,alberton,5014
3935602,ignazio,lancuba,brunswick,3056
4459896,catherine,hoyes,mackay,4740
4590971,kerrin,edouard,silverdale,2752
2755966,judith,mason,wantirna,3152
4197759,soile,mari,thursday island,4875
3408448,jeffrey,thivakon,inverell,2360
1911775,tim,thomas,alexandra,3714
1052056,jing,cotton,seaton,5023
5246362,phillip,lam,mortdale,2223
527783,murray,lampard,labrador,4215
5377463,daniel,markovtzev,lidcombe,2141
134589,denis,waites,ararat,3377
4984262,mona,mustoe,traralgon,3844
3804615,dennis,salway,wagga wagga,2650
5770705,ian,wright,indooroopilly,4068
2100692,mark,denny,gisborne,3437
396758,remi,kelsey,centenary heights,4350
2493914,slavica,johnston,warrandyte,3113
6163941,cameron,ridgwell,mount waverley,3149
5508584,antonio,hunt,ourimbah,2258
4853226,wayne,kennedy,woy woy,2256
5508591,lisa,lay,wakeley,2176
3542512,mary,moloney,murrumbeena,3163
6032882,lois,lovelock,southport,4215
3280374,teodoro,munz,crestmead,4132
4591103,donald,diab,bankstown,2200
5770752,felicia,marshall,port macquarie,2444
790020,maureen,bracher,wantirna,3152
1314316,stephen,windsor,clontarf,4019
1838621,sinead,sachs,hamilton,4007
5377577,chenti,long,byron bay,2481
1445428,annette,olsen,mount coolum,4573
3935798,stephen,heaton,marulan,2579
2887223,joyce,lao,wantirna,3152
527931,stephen,andrews,queanbeyan,2620
961802,thi,gitto,panania,2213
4984382,wardie,tyley,glen waverley,3150
5246538,sandra,raine,maryborough,3465
3667,jason,baxter,goodna,4300
3935841,geoff,hill,horsham,3400
1838691,lola,mcclure,wembley,6014
1969765,kristie,ward,mount colah,2079
5396413,russell,pedwell,farnborough,4703
134773,john,reichstein,booleroo centre,5482
3018363,alan,bathgate,croydon,3136
790140,freddy,tasirin,sandy bay,7006
5508734,stephen,hinton,eastwood,2122
4460163,glenn,burns,whittington,3219
2363015,kelvin,hams,brinsmead,4870
6426255,janet,hill,yetman,2410
3280533,wu,buckle,berowra,2081
5901980,stacey,withington,hoppers crossing,3029
5508765,wendy,bent,ferntree gully,3156
1052318,lynn,francia,hurlstone park,2193
4460192,lorraine,godwin,springsure,4722
4329149,gloria,mead,leanyer,0812
2887377,athol,morrison,cessnock,2325
1576660,william,verdolini,hawthorn,3122
4984536,chi,vandenbrink,mermaid waters,4218
2232032,yeuk,lee,footscray,3011
6295265,suzanne,rees,croppa creek,2411
1707747,ellen,vo,mirrabooka,6061
2625260,patricia,chant,mount gambier,5290
4722416,michael,cooke,paralowie,5108
3280630,venise,reeder,hughes,2605
4959531,george,hill,wodonga west,3690
1707780,lynne,simpson,culburra beach,2540
5789655,tracey,ferris,bibra lake,6163
2756374,john,walters,umina,2257
5246743,tammy,lee,salisbury,4107
5508888,margaret,sammut,weipa,4874
3878,alex,egan,goonellabah,2480
4435249,gemma,ingram,eimeo,4740
2625322,ronald,reynolds,moonbi,2353
3936047,robyn,thomson,maroochydore,4558
1445681,debora,chapman,nickol,6714
4591427,mark,lo,south brisbane,4101
4853581,neal,zachariah,mitcham,3132
4198224,juanita,hansen,carrara,4211
4984658,deborah,jones,seelands,2460
2101076,ralph,cuerel,bargara,4670
3280737,maryanne,dallow,st agnes,5097
6164323,su,smith,surrey hills,3127
6557542,peter,elliott,para hills,5096
2101103,rohan,zonta,bexley,2207
5902193,yvonne,childs,croydon,3136
6164341,kenneth,veneman,traralgon,3844
6295418,arthur,harder,kirribilli,2061
3018620,trevor,quinsee,sunshine,3020
4984701,merlene,schembri,st albans,3021
528258,colette,holland,killarney heights,2087
1052551,veronica,meehan,maribyrnong,3032
3673993,janita,rodda,bendigo,3550
1183631,jacqueline,mckenna,tamworth,2340
5771180,elizabeth,leeson,reservoir,3073
528301,julie,richardson,marsden,4132
2756529,tina,pozlewicz,whalan,2770
135094,brian,natoli,abbotsford,2046
3674040,robert,nelson,seacombe gardens,5047
1970106,beth,phan,durack,4077
3018688,dino,palfreyman,new lambton,2305
4198348,pranee,payne,coolangatta,4225
6033358,ren,roach,croydon,3136
4722640,paul,holder,vacy,2421
2232276,patricia,mamdic,wetherill park,2164
659420,lynne,seers,brunswick heads,2483
135138,william,pierce,gymea,2227
3936228,terri,rieck,gin gin,4671
5771239,geoff,bird,mount morgan,4714
1576938,cobie,silver,glenroy,3046
6426604,frances,duncan,mangoplah,2652
6557677,heinz,gwizd,croydon park,2133
4067312,gregory,mcbride,leeming,6149
2625522,roland,hagreis,barfold,3444
3805178,bruce,betro,earlwood,2206
3280895,robert,chelvaratnam,roxburgh park,3064
5246981,sinama,greenwell,oak flats,2529
1839128,anita,wootton,boondall,4034
2887714,margaret,preece,mingbool,5291
5902385,kathryn,pinkerton,merimbula,2548
1445966,suzanne,vidot,malvern east,3148
6295631,mandy,albrecht,mackay,4740
6688854,allan,fotheringham,freemans reach,2756
790617,joanne,gold,glebe,2037
2101340,sarbjit,sach,doncaster east,3109
266336,stephen,hackett,beckenham,6107
6164578,marietta,later,wantirna south,3152
1052776,thelma,clark,leanyer,0812
4722798,michael,breed,kangaroo flat,3555
6295664,kenneth,cheeseman,redcliffe,4020
3149950,russell,fernandez,hampton park,3976
1708163,trevor,stevens,spencer park,6330
6164613,daniela,taylor,willmot,2770
3543174,gregory,williams,ballajura,6066
2363528,dennis,mathews,dubbo,2830
528523,michael,mayes,northam,6401
1839248,karen,stewart,cobram,3644
5025135,robert,hurt,proston,4613
3543196,robert,wells,earlwood,2206
874523,horacio,embling,longford,3851
4722855,david,chiorella,hallam,3803
1052848,hari,overall,hayborough,5211
3281087,marcelina,grey,thargomindah,4492
4067520,wayne,lather,barellan point,4306
6295749,graham,sheppard,acacia ridge,4110
1315016,alexandra,de saxe,sydney,2000
4297,leigh,bleeze,houghton,5131
4312,luke,grenfell,perthville,2795
135386,maureen,kanagarajan,malabar,2036
3936495,james,abraham,rosevale,4340
921847,joy,strickland,forest hill,3131
6689044,samira,moore,surat,4417
4377,margaret,donovan,north rockhampton,4701
2756892,john,horniblow,freshwater creek,3216
4329771,joanne,hilder,howard springs,0835
3674413,timothy,warner,horsham,3400
3321224,donna,middleton,labrador,4215
6295869,craig,thomson,earlwood,2206
6820159,david,fleming,victoria point,4165
3736289,kathryn,lloyd,tugun heights,4224
6033740,meredith,talia,hillside,3037
2756944,audrey,white,hamilton,3300
528724,elizabeth,nichols,maryborough,3465
4440,sharlene,smith,mannering park,2259
6558046,rory,kendall,jannali,2226
1446247,keith,thorn,patterson lakes,3197
3674490,helen,hearnden,mayfield,2304
1245930,kerry,devlin,armidale,2350
4329857,saukin,rice,runaway bay,4216
135560,victor,mcdougall,fullarton,5063
135565,wendy,durham,deception bay,4508
5771683,john,budd,greenwich,2065
3936681,mark,stutt,mornington,3931
4592043,bonnie,else,bendigo,3550
4525,andrew,coughlan,murrumba downs,4503
1355165,karen,o'hara-close,manly,2095
4329911,helen,johnson,coopers plains,4108
5640642,susan,harden,singleton,2330
4985296,dorothy,lees,thorpdale,3835
1053137,stephen,edwards,warners bay,2282
2888150,wayne,traves,highfields,4352
4461021,adelina,connor,seaford,3198
6164961,joan,pincham,tamworth,2340
4198884,kim,dean,lavington,2641
3281383,lisa,ford,kewdale,6105
6558194,john,waghorn,dundas,2117
3281400,elizabeth,swallow,hinchinbrook,2168
1446394,raffaele,lam,braybrook,3019
5771774,sacha,mckee,boronia,3155
4461058,jennifer,king,watson,2602
4723204,darren,thornberry,tamworth,2340
6296069,andrew,jaroenruay,sydney,2000
1315367,marianne,smith,templestowe,3106
1577513,stella,hasegawa,st leonards,2065
660022,adrian,taylor,lurg,3672
1315383,eunice,komloshy,caulfield south,3162
5551825,shirley,carr,dunsborough,6281
3543614,judith,mccracken,arana hills,4054
3281476,john,bulcock,wodonga west,3690
4106145,amanda,tan,ormond,3204
4330067,john,smith,bathurst,2795
4985431,judith,mccormack,eden,2551
1053272,rosemary,woodward,dianella,6059
397920,warren,guise,wynnum heights,4178
5247585,jill,byrne,north epping,2121
6296168,nafije,vinnes,larrakeyah,0820
1839721,malcolm,williams,westcourt,4870
3150443,william,molitorisz,waterloo,2017
791150,stephen,goode,east brisbane,4169
397949,elaine,mackenzie,australind,6233
2364030,patricia,littledike,semaphore park,5019
6427263,chris,smith,budgewoi,2262
4985473,bronwyn,lockyer,glen innes,2370
